name,min,max,mean,median,std,p05,p95,area00,area05,area075
PASD/voc_emotic_ava___JPEGImages__2008_003883.npy.gz,0.0,0.2528873085975647,0.15627649426460266,0.1706618070602417,0.0635669007897377,0.0,0.23140418529510498,0.9333333333333333,0.0,0.0
PASD/voc_emotic_ava___VOC2012__2010_004399.npy.gz,0.0,0.2410374879837036,0.12014766782522202,0.12873166799545288,0.05571601539850235,0.0,0.21374264359474182,0.9333333333333333,0.0,0.0
PASD/voc_emotic_ava___VOC2012__2012_004043.npy.gz,0.0,0.245574951171875,0.14695477485656738,0.15607216954231262,0.05752359703183174,0.0,0.23003125190734863,0.9336099585062241,0.0,0.0
RealESRGAN/1024x768___4962875195.npy.gz,0.0,0.24336230754852295,0.08932822942733765,0.08834528923034668,0.051031675189733505,0.0,0.1819271445274353,0.9409586588541666,0.0,0.0
RealESRGAN/ava_images___101816.npy.gz,0.0,0.2740148901939392,0.1253141462802887,0.13691121339797974,0.06327163428068161,0.0,0.20661699771881104,0.8445945945945946,0.0,0.0
RealESRGAN/ava_images___158174.npy.gz,0.0,0.24421584606170654,0.06018456071615219,0.05867379903793335,0.05613001808524132,0.0,0.1532508134841919,0.7486979166666666,0.0,0.0
RealESRGAN/ava_images___18037.npy.gz,0.0,0.177781879901886,0.06253769248723984,0.05503129959106445,0.03859839588403702,0.0,0.1271432340145111,0.87890625,0.0,0.0
RealESRGAN/ava_images___217590.npy.gz,0.0,0.1349220871925354,0.04139875993132591,0.029266953468322754,0.030749375000596046,0.0,0.10359227657318115,0.9300595238095238,0.0,0.0
RealESRGAN/ava_images___251530.npy.gz,0.0,0.2710167169570923,0.17490127682685852,0.19726210832595825,0.07207977026700974,0.0,0.24809587001800537,0.8761682242990654,0.0,0.0
RealESRGAN/ava_images___253900.npy.gz,0.0,0.20092368125915527,0.08161359280347824,0.08301559090614319,0.04834345728158951,0.0,0.1601683497428894,0.9181356837606838,0.0,0.0
RealESRGAN/ava_images___273810.npy.gz,0.0,0.1849982738494873,0.056945547461509705,0.054514944553375244,0.046485647559165955,0.0,0.13416194915771484,0.8835565476190477,0.0,0.0
RealESRGAN/ava_images___295451.npy.gz,0.0,0.21199774742126465,0.07162395119667053,0.07451075315475464,0.05341782793402672,0.0,0.16283148527145386,0.8761682242990654,0.0,0.0
RealESRGAN/ava_images___308473.npy.gz,0.0,0.19488665461540222,0.08390882611274719,0.08394122123718262,0.05535811930894852,0.0,0.16667363047599792,0.8761682242990654,0.0,0.0
RealESRGAN/ava_images___321917.npy.gz,0.0,0.3007095158100128,0.17070721089839935,0.19924837350845337,0.08545926958322525,0.0,0.2633393406867981,0.8680555555555556,0.0,0.0
RealESRGAN/ava_images___360165.npy.gz,0.0,0.23663589358329773,0.08631599694490433,0.07680308818817139,0.05912908911705017,0.0,0.19796854257583618,0.875221108490566,0.0,0.0
RealESRGAN/ava_images___426629.npy.gz,0.0,0.2857290506362915,0.12847363948822021,0.1420789659023285,0.07793601602315903,0.0,0.25848978757858276,0.9014423076923077,0.0,0.0
